text,label,category,severity,sentiment
The item I received is clearly not authentic. The quality is nothing like what was shown in the product images.,__label__1,Product Quality,Medium,Negative
I returned my order 16 days ago and still haven't received my refund. I have the return tracking number confirming delivery.,__label__1,Refund Issue,High,Negative
I received a defective unit. The speaker has a manufacturing defect that makes it unusable. I want a replacement.,__label__1,Product Quality,Medium,Negative
I have contacted your support team 3 times over the past 8 days and have not received a single useful response.,__label__1,Customer Service,Low,Negative
I was charged twice for the same order. I can see two transactions of $128.53 on my credit card statement dated 22/2/2024.,__label__1,Payment Issue,High,Negative
An unauthorized charge of $93.93 appeared on my account. I did not authorize this transaction and want it reversed.,__label__1,Payment Issue,Low,Negative
"I was skeptical after my order was delayed, but your team tracked it down and delivered it the next day. Well done.",__label__2,Payment Issue,Low,Positive
I cancelled my order within minutes of placing it but was still charged. Your cancellation policy says orders can be cancelled within 1 hour.,__label__1,Payment Issue,High,Negative
My replacement arrived quickly and the product works perfectly. Happy with how this was handled.,__label__2,Refund Issue,Low,Positive
Your return policy says 30 days but your team is now refusing to process my refund claiming the window has passed. This is misleading.,__label__1,Refund Issue,Medium,Negative
My promotional discount was not applied at checkout despite entering the code correctly. I was charged full price.,__label__1,Payment Issue,Medium,Negative
After 19 days the product started malfunctioning. Given the price this is completely unacceptable quality.,__label__1,Product Quality,Low,Negative
After 9 days the product started malfunctioning. Given the price this is completely unacceptable quality.,__label__1,Product Quality,Low,Negative
My shoes stopped working after just 16 days of normal use. For the price I paid I expected it to last much longer.,__label__1,Product Quality,Low,Negative
I received a defective unit. The desk lamp has a manufacturing defect that makes it unusable. I want a replacement.,__label__1,Product Quality,Medium,Negative
The refund amount I received is incorrect — I was refunded $107.50 but I paid $87.57. Please correct this immediately.,__label__1,Refund Issue,Low,Negative
I returned my order 15 days ago and still haven't received my refund. I have the return tracking number confirming delivery.,__label__1,Refund Issue,Medium,Negative
I placed an order 7 days ago and it hasn't been delivered yet. The tracking shows it left the warehouse but nothing since. Where is my package?,__label__1,Delivery Issue,Medium,Negative
The product arrived completely broken. The monitor was cracked and unusable right out of the box.,__label__1,Product Quality,High,Negative
An unauthorized charge of $129.18 appeared on my account. I did not authorize this transaction and want it reversed.,__label__1,Payment Issue,Medium,Negative
I paid for express shipping but my order arrived 19 days late. I want a refund on the shipping fee at minimum.,__label__1,Delivery Issue,Medium,Negative
"The product is nothing like the description. The material is cheap and flimsy, completely unlike what was advertised.",__label__1,Product Quality,High,Negative
Item arrived with visible damage — scratches and dents that look like it was a returned or used product.,__label__1,Product Quality,Medium,Negative
My package was returned to sender without any attempt to contact me. Now I have to wait another week for redelivery.,__label__1,Delivery Issue,Medium,Negative
The issue with my payment was corrected the same day I reported it. Appreciate the fast action.,__label__2,Delivery Issue,Low,Positive
Customer support was extremely helpful and resolved my billing error without any hassle.,__label__2,Customer Service,Low,Positive
My shipment has been stuck at the distribution center for 17 days with no updates. Customer service can't tell me what's happening.,__label__1,Delivery Issue,Medium,Negative
My shipment has been stuck at the distribution center for 20 days with no updates. Customer service can't tell me what's happening.,__label__1,Delivery Issue,Low,Negative
Your representative confirmed my refund over the phone but two weeks later I have received nothing.,__label__1,Refund Issue,Medium,Negative
Your return policy says 30 days but your team is now refusing to process my refund claiming the window has passed. This is misleading.,__label__1,Refund Issue,Medium,Negative
I received a full refund and a discount voucher for the inconvenience. Very happy with the resolution.,__label__2,Customer Service,Low,Positive
Customer support was extremely helpful and resolved my billing error without any hassle.,__label__2,Product Quality,Low,Positive
I cancelled my order within minutes of placing it but was still charged. Your cancellation policy says orders can be cancelled within 1 hour.,__label__1,Payment Issue,Low,Negative
